name property WF d_band_center eg_band_center U_band_center p_band_center PE IE EA d_band_filling eg_band_filling T2g_band_filling d_dos_EF p_band_filling bader_charge aver_bader site_Od iso_corr
Mn110bricusRuOOH1 0.1270 7.1767 -1.9215 -1.3510 1.7344 -3.6093 2.2000 8.9670 1.5640 6.9749 1.5468 5.4276 0.7946 4.6983 7.4351 8.7803 3.7639 3.4240
Mn110cuscusRuOOH1 0.1365 7.1217 -1.8854 -1.3050 1.7564 -3.3860 2.2000 8.9670 1.5640 6.9631 1.5812 5.3802 1.1139 4.7101 7.4353 8.7987 3.7172 3.1491
Mn111cuscusMOOH1 0.5815 4.6428 -0.8625 -0.4517 1.4356 -3.1019 1.5500 7.4340 -0.5000 5.1392 1.4796 3.6592 2.4700 4.6211 13.2237 13.2237 4.2777 1.9765
Mo100cuscusMOOH1 0.5819 6.7511 -0.4598 -1.5024 2.4753 -3.7585 2.1600 7.0920 0.7470 3.6808 1.6228 2.0578 0.6089 4.6112 11.5638 9.4051 3.8314 3.9831
Mo100cuscusRuOOH1 0.1570 6.9101 -2.5295 -2.6035 0.5215 -4.0327 2.2000 8.9670 1.5640 6.9677 2.9622 4.0067 1.0001 4.6349 7.4750 9.4565 3.8702 4.7189
Mo110bricusRuOOH1 0.0939 6.8289 -1.9535 -1.4263 1.6983 -3.9468 2.2000 8.9670 1.5640 7.0418 1.5177 5.5237 0.8324 4.6948 7.4915 8.3782 3.7630 3.3877
Mo110cuscusMOOH1 1.2182 7.3468 -0.2105 0.8122 2.4528 -4.1087 2.1600 7.0920 0.7470 3.9254 1.0865 2.8387 2.5640 4.6683 11.6360 8.3522 3.8233 3.5141
Mo111bricusRuOOH1 0.1905 5.5674 -2.0904 -1.8295 1.8463 -3.6431 2.2000 8.9670 1.5640 6.8277 1.6808 5.1470 0.9671 4.5763 7.3494 7.3494 4.1505 2.0104
Mo111cuscusMOOH1 0.1954 5.3069 -4.2201 -5.4619 0.2830 -3.9313 2.1600 7.0920 0.7470 3.7243 1.1599 2.5644 0.2095 4.6071 11.5323 11.5323 4.2097 1.9907
Ni100cuscusMOOH1 0.3413 7.3403 -1.7313 -1.7386 0.6119 -3.2917 1.9100 7.6400 1.1570 8.2488 3.3543 4.8944 1.1123 4.6328 8.7230 7.8720 3.8398 5.0315
Ni100cuscusRuOOH1 0.3691 7.1075 -2.8154 -2.9130 1.1541 -3.3136 2.2000 8.9670 1.5640 6.5669 2.6306 3.9364 1.1362 4.6051 7.2090 7.9665 3.6321 3.8159
Ni110bricusRuOOH1 0.1327 7.4226 -2.6494 -3.4226 0.5961 -4.3570 2.2000 8.9670 1.5640 6.9117 1.5538 5.3580 0.8435 4.6688 7.4240 7.5740 3.7937 3.3893
Ni110cuscusMOOH1 0.4154 7.3828 -1.7047 -1.5030 0.8978 -3.6686 1.9100 7.6400 1.1570 8.2681 2.5024 5.7655 0.5079 4.6958 8.7322 7.5513 3.8062 3.7390
Ni110cuscusRuOOH1 0.1634 7.4018 -2.0504 -3.6085 1.7958 -3.9044 2.2000 8.9670 1.5640 6.8276 1.6010 5.2264 0.8783 4.6635 7.3420 7.6073 3.6751 2.9573
Ni111bricusRuOOH1 0.3551 4.1734 -3.2522 -3.5393 0.8905 -3.1067 2.2000 8.9670 1.5640 6.3953 1.8176 4.5775 0.6842 4.5572 7.1233 7.1233 4.2337 1.9487
Ni111cuscusMOOH1 0.3464 4.1468 -1.8534 -2.3299 0.8988 -3.0875 1.9100 7.6400 1.1570 8.1715 2.5284 5.6428 1.1713 4.5397 8.6701 8.6701 4.1627 1.9242
Ru100cuscusMOOH1 0.3605 7.1603 -1.3811 -1.4142 1.7216 -3.1491 2.2000 7.3610 1.0460 6.0451 2.5098 3.5355 2.1815 4.6589 14.2671 10.6978 3.8222 4.3588
Ru100cuscusRuOOH1 0.1721 6.9935 -1.8156 -1.8218 1.8552 -3.0553 2.2000 8.9670 1.5640 6.9279 2.9140 4.0152 1.0990 4.6779 7.4392 10.7544 3.8350 4.3394
Ru101cuscusRuOOH1 0.4429 6.7205 -1.9436 -1.8213 2.1370 -3.6446 2.2000 8.9670 1.5640 6.7706 2.3703 4.4004 1.0162 4.6716 7.3663 10.6820 3.3373 3.7447
Ru110bricusRuOOH1 0.1164 7.2780 -1.9509 -1.3754 1.7311 -3.7361 2.2000 8.9670 1.5640 6.9827 1.5391 5.4444 0.6323 4.7004 7.4555 9.0188 3.7673 3.3868
Ru110cuscusMOOH1 0.2709 7.4371 -1.1917 -0.6084 1.7551 -3.6526 2.2000 7.3610 1.0460 6.2127 1.3449 4.8676 1.3745 4.7063 14.3367 8.9999 3.8004 3.5197
Ru110cuscusRuOOH1 0.1088 7.1752 -1.9071 -1.3305 1.7685 -3.6267 2.2000 8.9670 1.5640 7.0012 1.5394 5.4607 0.6138 4.7180 7.4411 8.9991 3.7712 3.3622
Ru111bricusRuOOH1 0.2984 5.3089 -2.9940 -3.4452 0.6961 -3.6205 2.2000 8.9670 1.5640 6.6528 1.7728 4.8795 0.8355 4.5989 7.2699 7.2699 4.1803 2.0052
Ru111cuscusMOOH1 0.5090 5.2837 -3.1279 -5.1215 0.3673 -3.7194 2.2000 7.3610 1.0460 5.8947 1.5816 4.3139 0.7968 4.6345 14.1330 14.1330 4.2100 2.0287
Ti100cuscusMOOH1 0.4243 7.3716 -3.1293 -3.0321 0.2740 -3.5276 1.5400 6.8280 0.0750 2.0794 0.8327 1.2468 0.1491 4.7022 9.8489 8.4758 3.8326 4.6900
Ti100cuscusRuOOH1 0.2502 7.7392 -3.0361 -3.0384 0.4675 -3.5801 2.2000 8.9670 1.5640 6.5911 2.8593 3.7318 2.0510 4.6493 7.2599 8.5714 3.8328 4.2584
Ti101cuscusMOOH1 0.4302 6.2080 -3.5671 -3.5174 0.2240 -3.7868 1.5400 6.8280 0.0750 2.0831 0.9204 1.1628 0.2964 4.7096 9.8251 8.4266 3.3187 4.1737
Ti110cuscusMOOH1 0.4514 7.4041 0.8840 -4.8732 2.2738 -4.4729 1.5400 6.8280 0.0750 2.0220 0.8921 1.1299 0.5948 4.7497 9.7822 7.8787 3.8248 3.7979
Ti111cuscusMOOH1 0.3826 4.8017 -3.2414 -3.9390 0.2594 -3.2127 1.5400 6.8280 0.0750 2.0972 0.8853 1.2120 0.2446 4.6592 9.8293 9.8293 4.2210 1.8585
W101cuscusRuOOH1 0.1732 6.7578 -2.6403 -2.9541 0.6382 -4.1732 2.2000 8.9670 1.5640 6.9235 2.4216 4.5009 1.6240 4.7042 7.3944 9.5045 3.4869 3.9055
W110cuscusRuOOH1 0.1420 7.2856 -1.8103 -1.3474 1.5920 -4.5930 2.2000 8.9670 1.5640 7.1319 1.5268 5.6057 1.2313 4.7402 7.5445 8.4238 3.8574 3.7080
W111bricusRuOOH1 0.1588 5.6982 -2.7946 -3.4772 0.5251 -4.1871 2.2000 8.9670 1.5640 6.8888 1.6560 5.2320 1.1542 4.6358 7.3538 7.3538 4.1344 1.9983
Zn100cuscusMOOH1 0.3643 7.0669 -5.2756 -5.2864 0.1492 -3.1111 1.6500 9.3940 -0.6000 9.9069 3.9719 5.9346 0.0275 4.6705 10.6917 8.8450 3.9472 5.2303
Zn110bricusRuOOH1 0.1294 7.2798 -2.6408 -3.5023 0.5961 -4.3008 2.2000 8.9670 1.5640 6.9043 1.5665 5.3375 0.8831 4.6762 7.4214 8.0352 3.7878 3.3712
Zn110cuscusMOOH1 0.3915 7.4009 -5.2526 -5.1615 0.3010 -3.7223 1.6500 9.3940 -0.6000 9.9074 3.9290 5.9786 0.0184 4.7134 10.6253 8.0352 3.7935 3.7629
Zn111bricusRuOOH1 0.3830 4.1911 -3.4327 -3.7063 0.8005 -3.0845 2.2000 8.9670 1.5640 6.2599 1.8337 4.4269 0.5073 4.5799 7.0651 7.0651 4.2729 2.2743
Zn111cuscusMOOH1 0.3906 4.3100 -5.5301 -5.4384 0.2409 -2.9883 1.6500 9.3940 -0.6000 9.8503 3.8804 5.9707 0.1437 4.5564 10.6094 10.6094 4.1021 1.9388
